signatory_id,AgtId,From Node (Full Name),From Node (Short Name),agt_description,From Node Type,PP,Con,From Node Sub-Type,date,year,Edge,actor_id,actor_id_type,To Node Name,actor_detail,short_actor_name,actor_type,To Node Type,To Node Sub-Type,country_based,isco3c_actor_based,actor_additional_info,PAX_Hyperlink,PDF_Hyperlink
7541,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,5,IGO_5,European Union,,EU,IGO,Entity,IGO,,,"European Union (EU) is an IGO, with affiliations to Regional Diplomatic IGOs (International Government Organizations). They are also referred to as EU || The European Union || European Union",https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7542,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,49,IGO_49,United Nations,United Nations (General),UN,IGO,Entity,IGO,,,"United Nations (UN) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as United Nations || U.N. || UN",https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7539,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,312,IGO_312,Intergovernmental Authority on Development,,IGAD,IGO,Entity,IGO,,,"Intergovernmental Authority on Development (IGAD) is an IGO, with affiliations to Regional Development IGOs (International Government Organizations). They are also referred to as Intergovernmental Authority On Development || IGAD || Inter-Governmental Authority On Development",https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7531,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,358,CON_358,Somalia,,SOM,CON,Entity,Country/State,Somalia,SOM,Somalia is a Country/State in Africa. ,https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7530,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,248,CON_248,Djibouti,,DJI,CON,Entity,Country/State,Djibouti,DJI,Djibouti is a Country/State in Africa. ,https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7529,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,158,CON_158,Sudan,,SUD,CON,Entity,Country/State,Sudan,SDN,Sudan is a Country/State in Africa. ,https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7528,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,176,CON_176,Uganda,,UGA,CON,Entity,Country/State,Uganda,UGA,Uganda is a Country/State in Africa. ,https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7527,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,party,920,POL_920,United Democratic Salvation Front,,United Democratic Salvation Front,POL,Entity,Political Party,South Sudan,SSD,"United Democratic Salvation Front  is a Political Party, based in South Sudan. ",https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7526,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,party,921,UMB_921,National Alliance of Political Parties,,National Alliance of Political Parties,UMB,Entity,Umbrella,South Sudan,SSD,"National Alliance of Political Parties  is an umbrella organization, based in South Sudan. ",https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7525,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,party,922,POL_922,United Sudan African Party,,United Sudan African Party,POL,Entity,Political Party,South Sudan,SSD,"United Sudan African Party  is a Political Party, based in South Sudan. ",https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7524,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,party,923,POL_923,United Democratic Party,,United Democratic Party,POL,Entity,Political Party,South Sudan,SSD,"United Democratic Party  is a Political Party, based in South Sudan. ",https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7523,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,party,924,POL_924,African National Congress,,African National Congress,POL,Entity,Political Party,South Sudan,SSD,"African National Congress  is a Political Party, based in South Sudan. ",https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7522,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,party,718,UMB_718,Other Political Parties,,OPP,UMB,Entity,Umbrella,South Sudan,SSD,"Other Political Parties (OPP) is an umbrella organization, based in South Sudan. ",https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7521,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,party,917,UMB_917,South Sudan Opposition Alliance,,SSOA,UMB,Entity,Umbrella,South Sudan,SSD,"South Sudan Opposition Alliance (SSOA) is an umbrella organization, based in South Sudan. ",https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7520,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,party,626,ARM_626,Former Detainees,,SPLM-FD,ARM,Entity,Armed Organization,Sudan and South Sudan,SDN | SSD,"Former Detainees (SPLM-FD) are an Armed Organization, based in Sudan and South Sudan. ",https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7519,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,party,620,ARM_620,Sudan People Liberation Movement/Army - In Opposition,,SPLM / SPLA - IO,ARM,Entity,Armed Organization,Sudan,SDN,"Sudan People Liberation Movement/Army - In Opposition (SPLM / SPLA - IO) are an Armed Organization, based in Sudan. ",https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7515,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,party,173,CON_173,South Sudan,,SSD,CON,Entity,Country/State,South Sudan,SSD,South Sudan is a Country/State in Africa. ,https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7532,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,172,CON_172,Kenya,,KEN,CON,Entity,Country/State,Kenya,KEN,Kenya is a Country/State in Africa. ,https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7540,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,87,IGO_87,African Union,,AU,IGO,Entity,IGO,,,"African Union (AU) is an IGO, with affiliations to Regional Diplomatic IGOs (International Government Organizations). They are also referred to as African Union || AU || THE AU",https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7537,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,3,CON_3,United States,,USA,CON,Entity,Country/State,United States of America,USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7533,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,157,CON_157,Chad,,CHA,CON,Entity,Country/State,Chad,TCD,Chad is a Country/State in Africa. ,https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7534,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,90,CON_90,Nigeria,,NIG,CON,Entity,Country/State,Nigeria,NGA,Nigeria is a Country/State in Africa. ,https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7535,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,339,CON_339,Rwanda,,RWA,CON,Entity,Country/State,Rwanda,RWA,Rwanda is a Country/State in Africa. ,https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7536,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,221,CON_221,South Africa,,SAF,CON,Entity,Country/State,South Africa,ZAF,South Africa is a Country/State in Africa. ,https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7538,2112,Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS),"Framework-substantive, comprehensive, 12 September 2018","A comprehensive agreement aiming to 'revitalise' the earlier transitional agreement, which in-essence sets out a revised comprehensive framework for the transition from conflict. ",Peace Agreement,South Sudan post-secession process,South Sudan,"Framework-substantive, comprehensive",12/09/2018,2018,third party,19,CON_19,United Kingdom,,UKG,CON,Entity,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/2112,https://www.peaceagreements.org/viewmasterdocument/2112
7662,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,10,CON_10,Netherlands,,NTH,CON,Entity,Country/State,Netherlands,NLD,Netherlands is a Country/State in Europe. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7657,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,636,CON_636,Greece,,GRC,CON,Entity,Country/State,Greece,GRC,Greece is a Country/State in Europe. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7682,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,49,IGO_49,United Nations,United Nations (General),UN,IGO,Entity,IGO,,,"United Nations (UN) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as United Nations || U.N. || UN",https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7683,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,49,IGO_49,United Nations,United Nations (General),UN,IGO,Entity,IGO,,,"United Nations (UN) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as United Nations || U.N. || UN",https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7685,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,third party,386,IGO_386,United Nations,UN Secretary General,UNSG,IGO,Entity,IGO,,,"The Secretary-General of the United Nations (UNSG) is the chief administrative officer of the United Nations, and head of the United Nations Secretariat. They are included in the IGO type as they, and their special representatives, are representatives of the UN (an IGO). ",https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7656,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,2,CON_2,Germany,,GMY,CON,Entity,Country/State,Germany,DEU,Germany is a Country/State in Europe. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7655,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,7,CON_7,France,,FRN,CON,Entity,Country/State,France,FRA,France is a Country/State in Europe. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7654,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,159,CON_159,Ethiopia,,ETH,CON,Entity,Country/State,Ethiopia,ETH,Ethiopia is a Country/State in Africa. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7653,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,82,CON_82,Egypt,,EGY,CON,Entity,Country/State,Egypt,EGY,Egypt is a Country/State in Africa. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7658,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,139,CON_139,Italy,,ITA,CON,Entity,Country/State,Italy,ITA,Italy is a Country/State in Europe. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7652,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,637,CON_637,Czechia,,CZR,CON,Entity,Country/State,Czechia,CZE,Czechia is a Country/State in Europe. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7650,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,157,CON_157,Chad,,CHA,CON,Entity,Country/State,Chad,TCD,Chad is a Country/State in Africa. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7649,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,11,CON_11,Canada,,CAN,CON,Entity,Country/State,Canada,CAN,Canada is a Country/State in Americas. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7648,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,588,CON_588,Austria,,AUS,CON,Entity,Country/State,Austria,AUT,Austria is a Country/State in Europe. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7647,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,255,CON_255,Algeria,,ALG,CON,Entity,Country/State,Algeria,DZA,Algeria is a Country/State in Africa. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7646,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,285,CON_285,Libya,,LIB,CON,Entity,Country/State,Libya,LBY,Libya is a Country/State in Africa. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7645,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,912,ARM_912,Libyan National Army,,LNA,ARM,Entity,Armed Organization,Libya,LBY,"Libyan National Army (LNA) are an Armed Organization, based in Libya. ",https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7644,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,929,OTH_929,High Council of State,,High Council of State,OTH,Entity,Other,Libya,LBY,High Council of State is an actor categorised as type 'other'. They are based in Libya. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7643,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,727,OTH_727,House of Representatives,,House of Representatives,OTH,Entity,Other,Libya,LBY,House of Representatives is an actor categorised as type 'other'. They are based in Libya. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7651,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,20,CON_20,China,,CHN,CON,Entity,Country/State,China,CHN,China is a Country/State in Asia. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
7661,2230,"Palermo Conference for and with Libya, Conclusions","Pre-negotiation, 13 November 2018","An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",Peace Agreement,Libyan peace process,Libya,Pre-negotiation,13/11/2018,2018,party,228,CON_228,Morocco,,MOR,CON,Entity,Country/State,Morocco,MAR,Morocco is a Country/State in Africa. ,https://www.peaceagreements.org/view/2230,https://www.peaceagreements.org/viewmasterdocument/2230
