signatory_id,AgtId,Agt,short_agt_name,long_agt_name,description,Type,PP,PPName,Con,agt_type,stage_label,date,year,month,day,month_full,signatory_type,actor_id,actor_id_type,actor,actor_detail,actor_name,abbreviation,short_actor_name,type,actor_type,country_based,iso3c,iso3n,gwn,gwc,cowc,cown,region,ucdp_id,in_ucdp,acled_name,acled_other,alternative_names,additional_info,PAX_Hyperlink,PDF_Hyperlink,PA-X Page html,Agreement PDF html
8125,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,563.0,CON_563,Kuwait,,Kuwait,KUW,KUW,CON,Country/State,Kuwait,KWT,414.0,690.0,KUW,KUW,690.0,Asia,125.0,Government of Kuwait,Government of Kuwait (2020-),Government of Kuwait (2006-2020) | Government of Kuwait (2020-),Kuwait | KUWAIT,Kuwait is a Country/State in Asia. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8126,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,614.0,CON_614,Malta,,Malta,MLT,MLT,CON,Country/State,Malta,MLT,470.0,338.0,MLT,MLT,338.0,Europe,,,Government of Malta (2013-),Government of Malta (2013-),Malta | MALTA | Malta | Maltese Cross | Republic Malta,Malta is a Country/State in Europe. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8127,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,228.0,CON_228,Morocco,,Morocco,MOR,MOR,CON,Country/State,Morocco,MAR,504.0,600.0,MOR,MOR,600.0,Africa,108.0,Government of Morocco,Government of Morocco (1999-),Government of Morocco (1999-),Morocco | MOROCCO | Kingdom Morocco | Morocco &,Morocco is a Country/State in Africa. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8128,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,10.0,CON_10,Netherlands,,Netherlands,NTH,NTH,CON,Country/State,Netherlands,NLD,528.0,210.0,NTH,NTH,210.0,Europe,30.0,Government of Netherlands,Government of the Netherlands (2010-),Government of the Netherlands (2010-),Netherlands | NETHERLANDS | Kingdom Netherlands | Netherlands | NETHERLANDS | Nederland | Holland | PaÃƒÂ­ses Bajos | Royal Kingdom of the Netherlands | Kingdom of the Netherlands,Netherlands is a Country/State in Europe. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8116,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,346.0,IGO_346,League of Arab States,,League of Arab States,LOAS,LOAS,IGO,Intergovernmental Organization,,,,,,,,,,,,,League Of Arab States || Arab League | League of Arab States | League of Arab States | League Arab States | League Arab States,The League of Arab States is an IGO with affiliations to Regional Diplomatic IGOs (International Government Organizations). ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8130,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,486.0,CON_486,Qatar,,Qatar,QAT,QAT,CON,Country/State,Qatar,QAT,634.0,694.0,QAT,QAT,694.0,Asia,127.0,Government of Qatar,Government of Qatar (2013-),Government of Qatar (2013-),Qatar | QATAR | State Qatar,Qatar is a Country/State in Asia. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8118,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,157.0,CON_157,Chad,,Chad,CHA,CHA,CON,Country/State,Chad,TCD,148.0,483.0,CHA,CHA,483.0,Africa,87.0,Government of Chad,Government of Chad (2021-),Government of Chad (1990-2021) | Government of Chad (2021-),Chad | CHAD | Chad | Republic Chad | Republic Chad  - Moussa Faki MAHAMAT | RÃƒÂ©publique du Tchad,Chad is a Country/State in Africa. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8131,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,21.0,CON_21,Russia,,Russia,RUS,RUS,CON,Country/State,Russian Federation,RUS,643.0,365.0,RUS,RUS,365.0,Europe,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Russia (Soviet Union) | RUSSIAN FEDERATION | Russia | Russian Federation | RUSSIAN FEDERATION | Russian Federation - B. YELTSIN | Russian Federation Plenipotentiary | Russian Federation ( Facilitator | Russian Federation : | Russian Federation : Mikhailov | Russian Federation A. Kozirev | Russian Federation A. Shokhin | RUSSIAN FEDERATION ANGOLA | Russian Federation Federal Assembly | Russian Federation P. S. Grachev | Russian Federation Representative Sergey Viktorovich Lavrov | USSR  | Council of Federation of Russia | Russian Ministry of Foreign Affairs | Union of Soviet Socialist Republics | Soviet Union | Russian | Russia | Governments Russian Federation | Ministry Defence Russian Federation : P | Russian Federation Government | Russian Government | Russian Ministry Foreign Affairs | Russian Federation :  Mikhailov | Russian Federation  Plenipotentiary | Russian Federation V.V.Putin | V. V. Putin,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8115,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,609.0,CON_609,Cyprus,,Cyprus,CYP,CYP,CON,Country/State,Cyprus,CYP,196.0,352.0,CYP,CYP,352.0,Asia,53.0,Government of Cyprus,Government of Cyprus (2013-),Government of Cyprus (2013-),Cyprus | CYPRUS | Cyprus,Cyprus is a Country/State in Asia. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8133,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,202.0,CON_202,Switzerland,,Switzerland,SWZ,SWZ,CON,Country/State,Switzerland,CHE,756.0,225.0,SWZ,SWZ,225.0,Europe,34.0,Government of Switzerland,,,Switzerland | SWITZERLAND | Swiss Confederation | SWISS CONFEDERATION | Switzerland | SWITZERLAND,Switzerland is a Country/State in Europe. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8134,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,590.0,CON_590,Tunisia,,Tunisia,TUN,TUN,CON,Country/State,Tunisia,TUN,788.0,616.0,TUN,TUN,616.0,Africa,110.0,Government of Tunisia,Government of Tunisia (2019-),Government of Tunisia (2011-2014) | Government of Tunisia (2014-2019) | Government of Tunisia (2019-),Tunisia | TUNISIA | Republic Tunisia,Tunisia is a Country/State in Africa. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8135,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,562.0,CON_562,Turkey,,Turkey,TUR,TUR,CON,Country/State,Turkey,TUR,792.0,640.0,TUR,TUR,640.0,Asia,115.0,Government of Turkey,Government of Turkey (2016-),Government of Turkey (2002-2016) | Government of Turkey (2016-),Turkey (Ottoman Empire) | TURKEY | Republic Turkey | Republic of Turkey | Turke | Turkey | Republic Türkiye | Türkiye,Turkey is a Country/State in Asia. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8136,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,42.0,CON_42,Congo,,Congo,CON,CON,CON,Country/State,Congo,COG,178.0,484.0,CON,CON,484.0,Africa,88.0,Government of Congo,Government of the Republic of Congo (1997-),Government of the Republic of Congo (1997-),"Congo | CONGO, REPUBLIC OF | Republic of the Congo | Republic Congo",Congo is a Country/State in Africa. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8138,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,19.0,CON_19,United Kingdom,,United Kingdom,UKG,UKG,CON,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,826.0,200.0,UKG,UKG,200.0,Europe,28.0,Government of United Kingdom,Government of the United Kingdom (2010-),Government of the United Kingdom (2010-),United Kingdom | UNITED KINGDOM | Britain | Great Britain | UK | United Kingdom | UNITED KINGDOM | United Kingdom Great Britain | United Kingdom of Great Britain and Northern Ireland | United Kingdom | British Government | United Kingdom  Government | United Kingdom Government,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8139,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,3.0,CON_3,United States,,United States,USA,USA,CON,Country/State,United States of America,USA,840.0,2.0,USA,USA,2.0,Americas,3.0,Government of United States of America,Government of the United States (2021-),Government of the United States (2017-2021) | Government of the United States (2021-),United States of America | UNITED STATES | America | AMERICA | U.S. | U.S.A | United States | United States  Islamic Emirate | United States America | UNITED STATES AMERICA ANGOLA  ANDREEV SERGUEI VADIMOVICH  AMBASSADOR | United States Presidential Special Envoy Promotion Democracy | USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8140,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,988.0,COA_988,Group of Five for the Sahel,,Group of Five for the Sahel,G5 Sahel,G5 Sahel,COA,State Coalition,,,,,,,,,,,,,,"The Group of Five for the Sahel is a state coalition consisting of the following members: Burkina Faso | Chad | Mali | Mauritania | Niger. More can be found on this here: https://www.interpol.int/en/Crimes/Terrorism/Counter-terrorism-projects/G5-Sahel#:~:text=The%20Group%20of%20Five%20for,%2C%20Mali%2C%20Mauritania%20and%20Niger. ",https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8141,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,5.0,IGO_5,European Union,,European Union,EU,EU,IGO,Intergovernmental Organization,,,,,,,,,,,,,EU || The European Union || European Union | EU | EU Admininstrator | EU Monitoring Mission | EU Special Representative | European Union | EUROPEAN UNION | European Union - MAMADOU KANE | European Union Canada Mediator | European Union Delegation European Commission | European Union League Arab States | European Union Representative | European Union Co - Chair | European Union External Action Service | European Union Foreign Affairs | European Union Foreign Affairs Security | European Union High Representative | European Union High Representative Foreign Affairs & Security | European Union Special Negotiator | European Unions | European Union Special Negotiator | EU Presidency | EU Administrator | Local Presidency of the European Union | PMEZ | Union Europeene | EU Monitoring Mission | European External Action Service | EU facilitator | European Union High Representative of the Union for Foreign Affairs and Security Policy | European Union External Action Service | UE | EU Special Envoy  | Presidency of the EU | EU Special Representative for the Great Lakes Region | EU  |  The European Union  |  European Union | EU | European Union | European Union (EU) | European Union  - MAMADOU KANE | EU | European Union | European Union Canada Mediator | European Union League Arab States | European Union Representative,"European Union (EU) is an IGO, with affiliations to Regional Diplomatic IGOs (International Government Organizations). They are also referred to as EU || The European Union || European Union",https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8132,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,4.0,CON_4,Spain,,Spain,SPN,SPN,CON,Country/State,Spain,ESP,724.0,230.0,SPN,SPN,230.0,Europe,35.0,Government of Spain,Government of Spain (2020-),Government of Spain (2020-),Spain | SPAIN | Kingdom Spain | Spain | SPAIN,Spain is a Country/State in Europe. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8117,2433.0,Declaration of the Paris International Conference for Libya,"Implementation, 12 November 2021",Declaration of the Paris International Conference for Libya (12 November 2021),"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",Peace Agreement,70,Libyan peace process,Libya,Mixed,Implementation,2021-11-12 00:00:00,2021,11,12,November,party,255.0,CON_255,Algeria,,Algeria,ALG,ALG,CON,Country/State,Algeria,DZA,12.0,615.0,ALG,ALG,615.0,Africa,109.0,Government of Algeria,Government of Algeria (2019-),Government of Algeria (1999-2019) | Government of Algeria (2019-),Algeria | ALGERIA | People's Democratic Republic Algeria | People's Democratic Republic Algeria  ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢ | People's Democratic Republic Algeria :  ( Signed ) Ramtane Lamamra | People's Democratic Republic of Algeria | Democratic and Popular Republic of Algeria | RÃƒÂ©publique AlgÃƒÂ©rinne DÃƒÂ©mocratique et Populaire | People Ã¢â‚¬â„¢s Democratic Republic Algeria | Popular Republic Algeria | People Ã¢â‚¬â„¢s Democratic Republic Algeria | People Ã¢â‚¬â„¢s Democratic Republic Algeria  Ã¢â‚¬Â¢ | People Ã¢â‚¬â„¢s Democratic Republic Algeria :  ( Signed ) Ramtane Lamamra,Algeria is a Country/State in Africa. ,https://www.peaceagreements.org/view/2433,https://www.peaceagreements.org/viewmasterdocument/2433,"<a href=""https://www.peaceagreements.org/view/2433"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2433"" target=""_blank"">View agreement PDF</a>"
8216,2454.0,"Trilateral Statement of the leaders of Azerbaijan, Russian_x000D_
Federation and Armenia","Implementation, 31 October 2022","Trilateral Statement of the leaders of Azerbaijan, Russian_x000D_
Federation and Armenia (31 October 2022)","Agreement reaffirming commitment to implement previous tri-lateral statements, including ceasefire.",Peace Agreement,162,Armenia-Azerbaijan-Nagorno Karabakh: OSCE Minsk Process ,Armenia/Azerbaijan/Nagorno-Karabakh,Interstate,Implementation,2022-10-31 00:00:00,2022,10,31,October,party,61.0,CON_61,Armenia,,Armenia,ARM,ARM,CON,Country/State,Armenia,ARM,51.0,371.0,ARM,ARM,371.0,Asia,62.0,Government of Armenia,Government of Armenia (2018-),Government of Armenia (2008-2018) | Government of Armenia (2018-),Armenia | ARMENIA | Republic Armenia - R. | Republic Armenia | Republic Azerbaijan I. G. Alityev | Republic Armenia N.V. Pashinyan,Armenia is a Country/State in Asia. ,https://www.peaceagreements.org/view/2454,https://www.peaceagreements.org/viewmasterdocument/2454,"<a href=""https://www.peaceagreements.org/view/2454"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2454"" target=""_blank"">View agreement PDF</a>"
8217,2454.0,"Trilateral Statement of the leaders of Azerbaijan, Russian_x000D_
Federation and Armenia","Implementation, 31 October 2022","Trilateral Statement of the leaders of Azerbaijan, Russian_x000D_
Federation and Armenia (31 October 2022)","Agreement reaffirming commitment to implement previous tri-lateral statements, including ceasefire.",Peace Agreement,162,Armenia-Azerbaijan-Nagorno Karabakh: OSCE Minsk Process ,Armenia/Azerbaijan/Nagorno-Karabakh,Interstate,Implementation,2022-10-31 00:00:00,2022,10,31,October,party,61.0,CON_61,Armenia,,Armenia,ARM,ARM,CON,Country/State,Armenia,ARM,51.0,371.0,ARM,ARM,371.0,Asia,62.0,Government of Armenia,Government of Armenia (2018-),Government of Armenia (2008-2018) | Government of Armenia (2018-),Armenia | ARMENIA | Republic Armenia - R. | Republic Armenia | Republic Azerbaijan I. G. Alityev | Republic Armenia N.V. Pashinyan,Armenia is a Country/State in Asia. ,https://www.peaceagreements.org/view/2454,https://www.peaceagreements.org/viewmasterdocument/2454,"<a href=""https://www.peaceagreements.org/view/2454"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2454"" target=""_blank"">View agreement PDF</a>"
8219,2454.0,"Trilateral Statement of the leaders of Azerbaijan, Russian_x000D_
Federation and Armenia","Implementation, 31 October 2022","Trilateral Statement of the leaders of Azerbaijan, Russian_x000D_
Federation and Armenia (31 October 2022)","Agreement reaffirming commitment to implement previous tri-lateral statements, including ceasefire.",Peace Agreement,162,Armenia-Azerbaijan-Nagorno Karabakh: OSCE Minsk Process ,Armenia/Azerbaijan/Nagorno-Karabakh,Interstate,Implementation,2022-10-31 00:00:00,2022,10,31,October,third party,21.0,CON_21,Russia,,Russia,RUS,RUS,CON,Country/State,Russian Federation,RUS,643.0,365.0,RUS,RUS,365.0,Europe,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Russia (Soviet Union) | RUSSIAN FEDERATION | Russia | Russian Federation | RUSSIAN FEDERATION | Russian Federation - B. YELTSIN | Russian Federation Plenipotentiary | Russian Federation ( Facilitator | Russian Federation : | Russian Federation : Mikhailov | Russian Federation A. Kozirev | Russian Federation A. Shokhin | RUSSIAN FEDERATION ANGOLA | Russian Federation Federal Assembly | Russian Federation P. S. Grachev | Russian Federation Representative Sergey Viktorovich Lavrov | USSR  | Council of Federation of Russia | Russian Ministry of Foreign Affairs | Union of Soviet Socialist Republics | Soviet Union | Russian | Russia | Governments Russian Federation | Ministry Defence Russian Federation : P | Russian Federation Government | Russian Government | Russian Ministry Foreign Affairs | Russian Federation :  Mikhailov | Russian Federation  Plenipotentiary | Russian Federation V.V.Putin | V. V. Putin,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/2454,https://www.peaceagreements.org/viewmasterdocument/2454,"<a href=""https://www.peaceagreements.org/view/2454"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/2454"" target=""_blank"">View agreement PDF</a>"
