id_paax,actor_type,sub_type,cs_type,international,regional,domestic,un_type,actor_iso3c,actor_country,actor_id,actor_name,abbreviation,alternative_names
ARM_1149,Armed Organization,,,,,,,COG,"Congo, Republic of the",1149,Bana Dol,,
ARM_1150,Armed Organization,,,,,,,COG,"Congo, Republic of the",1150,Résistance Sud Sud,,
OTH_1151,Other,,,,,1.0,,COG,"Congo, Republic of the",1151,Monitoring Commission of the Douala Appeal ,,
OTH_1152,Other,,,,,,,LIB,,1152,Gaddafi International Foundation for Charitable Associations,GIFCA,
OTH_1153,Other,,,1.0,,,,,,1153,High Representative for Bosnia and Herzegovina,,
OTH_1154,Other,,,1.0,,,,BIH,Bosnia and Herzegovina,1154,International Police Task Force,IPTF,
OTH_1155,Other,,,,,1.0,,PNG,Papua New Guinea,1155,Peace Monitoring Group,,
OTH_1156,Other,,,,,1.0,,PNG,Papua New Guinea,1156,Leitana Council of Elders,,
NGO_1157,Civil Society,Religious,,,,1.0,,IDN,Indonesia,1157,Christian delegates,,
NGO_1158,Civil Society,Religious,,,,1.0,,IDN,Indonesia,1158,Muslim delegates,,
MIL_1159,Military,,,,,,,IDN,Indonesia,1159,Sulawesi Military Command,,
ENT_1160,Entity,,,,,,,COM,Comoros,1160,Ngazidja,,
ENT_1161,Entity,,,,,,,COM,Comoros,1161,Mwali,,Mohéli
UMB_1162,Umbrella,,,,,,,PHL,Philippines,1162,Rebolusyonaryong Alyansang Makabansa/Soldiers of the Filipino People/Young Officers' Union,RAM-SFP-You,
ENT_1163,Entity,,,,,,,PHL,Philippines,1163,Maguindanao ,,
ARM_1168,Armed Organization,,,,,,,MDG,Madagascar,1168,Didier Ratsiraka and supporters,,
ARM_1169,Armed Organization,,,,,,,MDG,Madagascar,1169,Marc Ravalomanana and supporters,,
ARM_1170,Armed Organization,,,,,,,MDG,Madagascar,1170,Albert Zafy and supporters,,
OTH_1171,Armed Organization,,,,,,,MDG,Madagascar,1171,Andry Rajoelina and supporters,,
ENT_1173,Entity,,,,,,,AZE,Azerbaijan,1173,Nagorno-Karabakh,,Artsakh | Republic of Artsakh | Republic of Nagorno-Karabakh
ENT_1174,Entity,,,,,,,,,1174,Krajina,,
OTH_1175,Other,,,1.0,,,,,,1175,Euro-Burma Office,EBO,
OTH_1176,Other,,,,,1.0,,MMR,Myanmar (Burma),1176,Peace-Talk Creation Group,PCG,
ARM_1177,Armed Organization,,,,,,,PHL,Philippines,1177,Revolutionary Workers Party – Mindanao,RWP-M,Rebolusyonaryong Partido ng Manggagawa ng Mindanao
NGO_1178,Civil Society,Non-governmental Organization,Other,,,1.0,,PHL,Philippines,1178,Balay Mindanaw Foundation Inc.,,
POL_1179,Political Party,,,,,,,COM,Comoros,1179,National Front for Justice ,FNJ,
NGO_1180,Civil Society,Religious,,,,1.0,,MOZ,Mozambique,1180,Muslim Community Leader,,
POL_1181,Political Party,,,,,,,BIH,Bosnia and Herzegovina,1181,Serbian Democratic Party,,
NGO_1182,Civil Society,Non-governmental Organization,Other,,,1.0,,COL,Colombia,1182,Caucanos for Peace,,
OTH_1183,Government/state,,,,,1.0,,NGA,Nigeria,1183,Jema'a LGA,,Jema'a
OTH_1184,Government/state,,,,,1.0,,NGA,Nigeria,1184,Kachia LGA,,Kachia
OTH_1185,Government/state,,,,,1.0,,NGA,Nigeria,1185,Kaura LGA,,Kaura
OTH_1186,Government/state,,,,,1.0,,NGA,Nigeria,1186,Sanga LGA,,Sanga
OTH_1187,Government/state,,,,,1.0,,NGA,Nigeria,1187,Zangon-Kataf LGA,,Zangon-Kataf
UMB_1188,Umbrella,,,1.0,,,,,,1188,Political Directorate,,
OTH_1189,Other,,,,,1.0,,PNG,Papua New Guinea,1189,Individual,,
MIL_1190,Military,,,,,,,AZE,Azerbaijan,1190,Army of Azerbaijan,,
IGO_1191,Intergovernmental Organization,,,,,,UN Mission,,,1191,United Nations Integrated Peacebuilding Office in the Central African Republic (BINUCA),BINUCA,United Nations Integrated Peacebuilding Office in the Central African Republic
ARM_1192,Armed Organization,,,,,,,COL,Colombia,1192,Guerrilla Groups,,
NGO_1193,Civil Society,Communities and tribes,,,,1.0,,COL,Colombia,1193,Indigenous peoples representatives,,
ARM_1194,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",1194,Cobra Matata,,
UMB_1195,Umbrella,,,,,,,IND,India,1195,United People's Front,UPF,
UMB_1196,Umbrella,,,,,,,NPL,Nepal,1196,Seven Party Alliance,,
POL_1198,Political Party,,,,,,,MDG,Madagascar,1198,LEADER-Fanilo,,Economic Liberalism and Democratic Action for National Recovery | Libéralisme Économique et Action Démocratique pour la Reconstruction Nationale
POL_1199,Political Party,,,,,,,MDG,Madagascar,1199,Malagasy Tonga Saina,MTS,
NGO_1200,Civil Society,Non-governmental Organization,Other,,,1.0,,MDG,Madagascar,1200,Acces Zon'olombelona,,
POL_1201,Political Party,,,,,,,MDG,Madagascar,1201,Congress Party for Malagasy Independence – Renewal,AKFM-Fanavoazana ,
POL_1202,Political Party,,,,,,,MDG,Madagascar,1202,Antoko Miombona Ezaka ,AME,
OTH_1203,Other,,,,,,,MDG,Madagascar,1203,Télévision Malagasy,TVM,
POL_1204,Political Party,,,,,,,MDG,Madagascar,1204,Asa Vita no Ifampitsarana,AVI,
NGO_1205,Civil Society,Non-governmental Organization,Other,,,1.0,,MDG,Madagascar,1205,Colectif des Citoyens et des Organisations Citoyennes,CCOC,
NGO_1206,Civil Society,Non-governmental Organization,Other,,,1.0,,MDG,Madagascar,1206,Club Developpement et Ethique ,CDE,
OTH_1207,Other,,,,,,,MDG,Madagascar,1207,Congres Malgache de la Route et des Transports ,CMRT,
NGO_1208,Civil Society,Non-governmental Organization,Other,,,1.0,,MDG,Madagascar,1208,Consortium National pour la participation Citoyenne,CNPC,
POL_1209,Political Party,,,,,,,MDG,Madagascar,1209,MAVANA/Forces pour le Changement,MAVANA,
POL_1210,Political Party,,,,,,,MDG,Madagascar,1210,MONIMA/Forces pour le Changement,MONIMA,
POL_1211,Political Party,,,,,,,MDG,Madagascar,1211,Parti du Congres de l'Independance de Madagascar,AKFM,
POL_1212,Political Party,,,,,,,MDG,Madagascar,1212,Parti FANARENANA,,
POL_1213,Political Party,,,,,,,MDG,Madagascar,1213,Malagasy Tonga Saina,MTS,
POL_1214,Political Party,,,,,,,MDG,Madagascar,1214,Parti fort Democratique de Madagascar,PFDM,
NGO_1215,Civil Society,Non-governmental Organization,Other,,,1.0,,MDG,Madagascar,1215,Plateforme Nationale des Organisations de la Société Civile de Madagascar,PFNOSCM,
POL_1216,Political Party,,,,,,,MDG,Madagascar,1216,Democratic Party for Union in Madagascar ,PSDUM,
POL_1217,Political Party,,,,,,,MDG,Madagascar,1217,Renewal of the Social Democratic Party,RPSD,
POL_1218,Political Party,,,,,,,MDG,Madagascar,1218,Rassemblement des démocrates musulmans de Madagascar Renouveau,RDMMR,
IGO_1219,Intergovernmental Organization,,,,,,,MDG,Madagascar,1219,Reseau des femmes Africaines Ministres et Parlementaires section Madagascar,REFAMP,
NGO_1220,Civil Society,Non-governmental Organization,Women,,,1.0,,MDG,Madagascar,1220,Réseau pour l’éradication de la violence ,REV ,
POL_1221,Political Party,,,,,,,MDG,Madagascar,1221,Solidarité des Fédéralistes de Madagascar,sofema,
POL_1222,Political Party,,,,,,,MDG,Madagascar,1222,Droits Humains et Démocratie,DHD,
POL_1223,Political Party,,,,,,,MDG,Madagascar,1223,Forces pour le Changement,,
NGO_1224,Civil Society,Non-governmental Organization,Other,,,1.0,,MDG,Madagascar,1224,Fédération Minière de Madagasca,FEDMINES/EMIR,
POL_1225,Political Party,,,,,,,MDG,Madagascar,1225,Femmes legalistes de la mouvance Ravalomanana,,
NGO_1226,Civil Society,Non-governmental Organization,Other,,,1.0,,MDG,Madagascar,1226,Groupement des Entités de la Société Civile pour la défense de la démocratie et des valeurs républicaines,GESCI,
POL_1227,Political Party,,,,,,,MDG,Madagascar,1227,Groupement Liberal de Madagascar,GLM,
NGO_1228,Civil Society,Non-governmental Organization,Other,,,1.0,,MDG,Madagascar,1228,KMF/CNOE-Education des citoyens,,
POL_1229,Political Party,,,,,,,MDG,Madagascar,1229,Malagsy Miara-Mandroso Aron'ny Demokrasia,MAMIMAD,
NGO_1230,Civil Society,Non-governmental Organization,Other,,,1.0,,MDG,Madagascar,1230,MAMPAFI/Malagsy mpandala Fihavanana,MAMPAFI,
POL_1231,Political Party,,,,,,,MDG,Madagascar,1231,Komity Miaro ny Demokrasia,KMD,
NGO_1232,Civil Society,Non-governmental Organization,Women,1.0,,,,,,1232,Forum for African Women Educationalists,FAWE,
NGO_1233,Civil Society,Non-governmental Organization,Women,,,1.0,,MDG,Madagascar,1233,SOS Aux Victimes de Non Droit,,
NGO_1234,Civil Society,Unions,,,,1.0,,MDG,Madagascar,1234,Syndicat des fonctionnaires,,
POL_1235,Political Party,,,,,,,MDG,Madagascar,1235,Vonjy Iray Tsy Mivaky,VITM,
NGO_1236,Civil Society,Non-governmental Organization,Women,,,1.0,,MDG,Madagascar,1236,Vondrona Miralenta ho an'ny fampandrosoana,VMLF,
NGO_1237,Civil Society,Non-governmental Organization,Other,,,1.0,,MDG,Madagascar,1237,Acces Zon'olombelona,,
NGO_1238,Civil Society,Non-governmental Organization,Youth,,,1.0,,MDG,Madagascar,1238,Jeune Patronat de Madagascar,,
NGO_1239,Civil Society,Non-governmental Organization,Youth,,,1.0,,MDG,Madagascar,1239,Plateforme Nationale des Jeunes pour les Developpement,,
NGO_1240,Civil Society,Unions,,,,1.0,,MDG,Madagascar,1240,Conference des Travailleurs de Madagascar,CTM,
NGO_1241,Civil Society,Unions,,,,1.0,,MDG,Madagascar,1241,Sendika Revolisakonera Malagasy,SEREMA,
NGO_1242,Civil Society,Unions,,,,1.0,,MDG,Madagascar,1242,Fédération des Syndicats de Travailleurs de Madagascar,FISEMARE,
NGO_1243,Civil Society,Non-governmental Organization,Other,,,1.0,,MDG,Madagascar,1243,Groupements des Entreprises de Madagascar,GEM,
NGO_1244,Civil Society,Non-governmental Organization,Other,,,1.0,,MDG,Madagascar,1244,Fivondronan’ny Mpandraharaha Malagasy,FIV.MPA.MA,
NGO_1245,Civil Society,Non-governmental Organization,Other,,,1.0,,MDG,Madagascar,1245,Federation de Hoteliers et Restaurateurs de Madagascar,FHORM,
OTH_1246,Other,,,,,,,MDG,Madagascar,1246,Malagasy Political Stakeholders,,
ENT_1247,Entity,,,,,,,MMR,Myanmar (Burma),1247,Chin State,,
POL_1248,Political Party,,,,,,,COL,Colombia,1248,Sí Colombia,,
POL_1249,Political Party,,,,,,,COL,Colombia,1249,Colombian Liberal Party,PLC,Partido Liberal Colombiano
ARM_1250,Armed Organization,,,,,,,MLI,Mali,1250,Democratic Alliance of 23rd May for Change,ADC,
NGO_1251,Civil Society,Communities and tribes,,,,1.0,,PAK,Pakistan,1251,Elders of North Waziristan of Utmanzai,,
OTH_1252,Other,,,,,,,COL,Colombia,1252,Other,,
OTH_1253,Other,,,,,,,COL,Colombia,1253,Constituent Assembly of Colombia,,
NGO_1254,Civil Society,Non-governmental Organization,Other,,,1.0,,COL,Colombia,1254,FENALCO National Merchants/Traders federation,,
POL_1255,Political Party,,,,,,,MOZ,Mozambique,1255,FRELIMO,,
NGO_1256,Civil Society,Religious,,,1.0,,,MOZ,Mozambique,1256,Anglican Church of Southern Africa,,
NGO_1257,Civil Society,Religious,,1.0,,,,MOZ,Mozambique,1257,United Methodist Church,,
OTH_1258,Other,,,,,,,,,1258,Independent,,
NGO_1259,Civil Society,Unions,,,,1.0,,SDN,Sudan,1259,Trade Union and Professional Associations Representatives,,
NGO_1262,Civil Society,Religious,,,,,,SSD,South Sudan,1262,Faith Based Leader,,
NGO_1263,Civil Society,Non-governmental Organization,Women,,,,,SSD,South Sudan,1263,Women Coalition,,
NGO_1264,Civil Society,Non-governmental Organization,Other,,,,,SSD,South Sudan,1264,Eminent Personalities,,
NGO_1265,Civil Society,Non-governmental Organization,Other,,,,,SSD,South Sudan,1265,Academia Representative,,
NGO_1266,Civil Society,Non-governmental Organization,Other,,,,,SSD,South Sudan,1266,Business Community Representatives,,
OTH_1267,Other,,,,,,,PHL,Philippines,1267,MILF Peace Panel,,
ENT_1268,Entity,,,,,,,PHL,Philippines,1268,Autonomous Region in Muslim Mindanao,ARMM,
OTH_1269,Other,,,,,,,PHL,Philippines,1269,National Security Council,NSC,
OTH_1271,Other,,,,,,,,,1271,Standing Committee of the Horn,,
OTH_1272,Civil Society,Religious,,,,,,,,1272,Episcopalian Conference of Germany and Colombia,,
NGO_1273,Civil Society,Communities and tribes,,,,,,COL,Colombia,1273,Peasant workers and farmworkers (South of Bolivar),,
OTH_1274,Other,,,1.0,,,,GEO,Georgia,1274,Joint Peacekeeping Force (JPKF),JPKF,
OTH_1275,Civil Society,Communities and tribes,,,,,,SRB,Serbia,1275,"Albanian ethnic community (Presevo, Bujanovac and Medvedja)",,
OTH_1276,Other,,,,,,,COL,Colombia,1276,Exploratory Commission for Peace,,
OTH_1277,Other,,,,,,,SDN,Sudan,1277,Darfur Movements,,
ARM_1278,Armed Organization,,,,,,,SSD,South Sudan,1278,National Defense Forces of South Sudan,NDFSS,
COA_1279,State Coalition,,,1.0,,,,,,1279,IGAD Partners Forum,IPF,
ENT_1280,Entity,,,,,,,PHL,Philippines,1280,"Lone District, Ifugao",,
ENT_1281,Entity,,,,,,,PHL,Philippines,1281,Apayao Province,,
NGO_1282,Civil Society,Non-governmental Organization,Other,,,,,BHR,Bahrain,1282,Bahrain Chamber of Commerce and Industry,,
IGO_1283,Intergovernmental Organization,,,,,,,CAR,,1283,Mission for the Consolidation of Peace in Central African Republic,MICOPAX,
POL_1284,Political Party,,,,,,,MMR,Myanmar (Burma),1284,Arakan National Council,ANC,
POL_1285,Political Party,,,,,,,MMR,Myanmar (Burma),1285,Palaung State Liberation Front,PSLF,
POL_1286,Political Party,,,,,,,MMR,Myanmar (Burma),1286,Wa National Organisation,WNA,
UMB_1287,Umbrella,,,,,,,MMR,Myanmar (Burma),1287,United Nationalities Federal Council,UNFC,
OTH_1288,Other,,,,,,,CAF,Central African Republic,1288,Citizen Alternative for Democracy and Peace,ACDP,Alternative Citoyenne pour la Démocratie et la Paix
UMB_1289,Umbrella,,,,,,,CAF,Central African Republic,1289,Group of Republican Political Parties – Labor and Legalists,GPP – RTL,Groupement des Partis Politiques/Républicains Travaillistes Légalistes
UMB_1290,Umbrella,,,,,,,CAF,Central African Republic,1290,Union of Political Parties for National Reconstruction,UPPRN,Union des Partis Politiques pour la Reconstruction Nationale
NGO_1291,Civil Society,Non-governmental Organization,Youth,,,,,CAF,Central African Republic,1291,National Youth Council,CNJ,Conseil National de la Jeunesse
OTH_1292,Other,,,,,,,CAF,Central African Republic,1292,High Council for Communication,HCC,Haut Conseil de la Communication
NGO_1293,Civil Society,Unions,,,,,,CAF,Central African Republic,1293,Workers' Unions,,Syndicats des Travailleurs
NGO_1294,Civil Society,Non-governmental Organization,Other,,,1.0,,CAF,Central African Republic,1294,National Confederation of Farmers and Breeders,,Conféderation Nationale des Agriculteurs et éleveurs
NGO_1295,Civil Society,Non-governmental Organization,Other,,,1.0,,CAF,Central African Republic,1295,Inter-NGO Council in the Central African Republic,,Conseil Inter-ONG en Centrafrique
NGO_1296,Civil Society,Non-governmental Organization,Other,,,,,CAF,Central African Republic,1296,Internally Displaced Persons,,Déplacés Internes
NGO_1297,Civil Society,Non-governmental Organization,Other,,,,,CAF,Central African Republic,1297,Communities at Risk,,Communautés à Risques
NGO_1298,Civil Society,Non-governmental Organization,Other,,,,,CAF,Central African Republic,1298,Collective of the Central African Diaspora,CDC,Collectif de la Diaspora Centrafricaine
UMB_1299,Umbrella,,,,,,,MLI,Mali,1299,Permanent Strategic Framework,CSP,
OTH_1300,Other,,,,,,,SSD,South Sudan,1300,National Security Service,NSS,
OTH_1301,Government/state,,,,,,,IND,India,1301,Karbi Anglong Autonomous Council,KAAC,
NGO_1303,Civil Society,Non-governmental Organization,Youth,,,,,COD,"Congo, Democratic Republic of the",1303,Youth Representative,,
OTH_1304,Other,,,,,,,SDN,Sudan,1304,Sudan Liberation Movement - Transitional Council,SLM-TC,
UMB_1305,Umbrella,,,,,,,SSD,South Sudan,1305,Umbrella of Political Parties,,
UMB_1306,Umbrella,,,,,,,CAF,Central African Republic,1306,Armed Groups in the DORR process,,
ENT_1307,Entity,,,,,,,SDN,Sudan,1307,Darfur,,
OTH_1308,Other,,,,,,,SDN,Sudan,1308,Leading personalities of the Darfur Movements,,
OTH_1309,Other,,,,,,,SDN,Sudan,1309,Darfur Stakeholders,,
NGO_1311,Civil Society,Non-governmental Organization,Youth,,,,,DZA,Algeria,1311,Youth Groups,,
NGO_1312,Civil Society,Unions,,,,,,DZA,Algeria,1312,Unions,,
OTH_1315,Other,,,,,,,SDN,Sudan,1315,Darfur Stakeholders,,
OTH_1316,Other,,,,,,,MMR,Myanmar (Burma),1316,Peace Facilitators,,
ARM_1317,Armed Organization,,,,,,,THA,Thailand,1317,National Revolutionary Front,BRN,Barisan Revolusi Nasional
OTH_1319,Other,,,,,,,MMR,Myanmar (Burma),1319,Stakeholders,,
NGO_1320,Civil Society,Non-governmental Organization,Other,,,1.0,,SOM,Somalia,1320,Civil Society,,
NGO_1322,Civil Society,Communities and tribes,,,,,,SSD,South Sudan,1322,Traditional Authority,,
NGO_1323,Civil Society,Religious,,,,,,SSD,South Sudan,1323,Faith-based Council,,
ENT_1324,Entity,,,,,,,SOM,Somalia,1324,South-West State of Somalia,,
POL_1325,Political Party,,,,,,,GIN,Guinea,1325,La Mouvance,,
OTH_1326,Other,,,,,,,CAF,Central African Republic,1326,National Stakeholders,,
OTH_1327,Other,,,,,,,SDN,Sudan,1327,Police and National Security,,
ENT_1328,Entity,,,,,,,SDN,Sudan,1328,Unity State,,
ENT_1329,Entity,,,,,,,SDN,Sudan,1329,Northern Bahr El-Gazal State,,
OTH_1330,Other,,,,,,,SDN,Sudan,1330,Joint Defense Council,,
ARM_1331,Armed Organization,,,,,,,CAF,Central African Republic,1331,Séléka Coalition,,Seleka Coalition
ARM_1332,Armed Organization,,,,,,,CAF,Central African Republic,1332,Séléka Rénovée,,Seleka Renovee
POL_1333,Political Party,,,,,,,CAF,Central African Republic,1333,Democratic Opposition,,
ARM_1334,Armed Organization,,,,,,,CAF,Central African Republic,1334,Patriotic Convention for Saving the Country,CPSK,Convention Patriotique pour le Salut du Kodro
UMB_1335,Umbrella,,,,,,,CAF,Central African Republic,1335,Politico-Military Movements,,
ARM_1336,Armed Organization,,,,,,,CAF,Central African Republic,1336,Union of Republician Forces - F,UFR-F,
ARM_1337,Armed Organization,,,,,,,CAF,Central African Republic,1337,RJ-Belanga,,
ARM_1338,Armed Organization,,,,,,,CAF,Central African Republic,1338,RJ-Sayo,,
OTH_1339,Other,,,,,,,LSO,Lesotho,1339,College of Chiefs,,
NGO_1340,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1340,Kamantan,,
NGO_1341,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1341,Ikulu,,
NGO_1342,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1342,Hausa,,
NGO_1343,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1343,Fulani,,
NGO_1344,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1344,Bajju,,
NGO_1345,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1345,Atyap,,
NGO_1346,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1346,Numana,,
NGO_1347,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1347,Ninzo,,
NGO_1348,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1348,Ninzo,,
NGO_1349,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1349,Mada,,
NGO_1350,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1350,Gwandara,,
NGO_1351,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1351,Ayu,,
NGO_1352,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1352,Atakar,,
NGO_1353,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1353,Kagoro,,
NGO_1354,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1354,Moro'a,,
NGO_1355,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1355,Kuturmi,,
NGO_1356,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1356,Jaba,,
NGO_1357,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1357,Adara,,
NGO_1358,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1358,Kaninkon,,
NGO_1359,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1359,Fantsuwan,,
POL_1360,Political Party,,,,,,,PHL,Philippines,1360,Communist Party of the Philippines,,
POL_1361,Political Party,,,,,,, ,Northern Ireland,1361,Political parties,,
NGO_1362,Civil Society,Religious,,,,1.0,,,,1362,New Sudan Council of Churches,NSCC,
POL_1363,Political Party,,,,,,,SDN,Sudan,1363,Sudanese National Alliance,SNA,
OTH_1364,Other,,,,,,,AFG,Afghanistan,1364,Afghan Support Group,ASG,
IGO_1365,Intergovernmental Organization,,,1.0,,,,,,1365,International Syria Support Group,ISSG,
OTH_1366,Other,,,,,1.0,,PHL,Philippines,1366,Joint Enforcement Monitoring Committee,JEMC,
POL_1367,Political Party,,,,,,,PHL,Philippines,1367,Kapatiran Party,AKP,Ang Kapatiran Party | The Brotherhood Party | Alliance for the Common Good
POL_1368,Political Party,,,,,,,PHL,Philippines,1368,Abang Lingkod,,
OTH_1369,Other,,,,,,,PHL,Philippines,1369,"Office of the Presidential Adviser on Peace, Reconciliation and Unity",OPAPRU,Tanggapan ng Pampanguluhang Tagapayo sa Prosesong Pangkapayapaan
OTH_1370,Other,,,,,,,LBY,Libya,1370,5+5 Joint Military Committee,JMC,
UMB_1371,Umbrella,,,,,,,SSD,South Sudan,1371,South Sudan United National Alliance,SSUNA,
ARM_1372,Armed Organization,,,,,,,SSD,South Sudan,1372,South Sudan People's Movement / Army,SSPM/A,
NGO_1373,Civil Society,Non-governmental Organization,Other,,,1.0,,SSD,South Sudan,1373,People's Coalition for Civil Action,,
UMB_1374,Umbrella,,,,,,,SSD,South Sudan,1374,Coordination Body of the Democratic Civil Forces (Taqaddum),,Taqaddum
IGO_1375,Intergovernmental Organization,Regional,,,1.0,,,,,1375,Caribbean Community,CARICOM,CC
ENT_1376,Entity,,,,,,,IND,India,1376,Manipur,,
OTH_1377,Other,,,,,,,IND,India,1377,Indian Police Service,IPS,
UMB_1378,Umbrella,,,,,,,IND,India,1378,Kuki National Organisation,KNO,
ARM_1379,Armed Organization,,,,,,,SSD,South Sudan,1379,South Sudan Liberation Movement/Army,SSLM/A,
IGO_1380,Intergovernmental Organization,Regional,,,1.0,,,,,1380,Association of Southeast Asian Nations,ASEAN,
CON_1381,Country/State,,,,,,,LAO,Laos,1381,Laos,,
ARM_1382,Armed Organization,,,,,,,MLI,Mali,1382,Self-Defence Group Touareg Imghad and Allies,SGTIA,
NGO_1383,Civil Society,Non-governmental Organization,Other,,,1.0,,AFG,Afghanistan,1383,Afghanistan Independent Human Rights Commission,AIHRC,
OTH_1384,Other,,,,,,,AFG,Afghanistan,1384,Loya Jirga,,
NGO_1385,Civil Society,Religious,,,,,,COL,Colombia,1385,Colombian Bishops Conference,CEC,Conferencia Episcopal de Colombia
COA_1386,State Coalition,,,,,,,,,1386,"Group of Supporting, Accompanying, and Cooperating Countries",GPAAC,
OTH_1387,Other,,,,,,,COL,Colombia,1387,National Police,,
NGO_1388,Civil Society,Religious,,,,,,,,1388,World Council of Churches,,Representative World Council of Churches
ARM_1389,Armed Organization,,,,,,,SSD,South Sudan,1389,SPLM/A - United,,SPLA-Nasir
ARM_1390,Armed Organization,,,,,,,LBY,Libya,1390,Military and Security Units (West),,
ARM_1391,Armed Organization,,,,,,,LBY,Libya,1391,Military and Security Units (East),,
ARM_1392,Armed Organization,,,,,,,LBY,Libya,1392,Military and Security Units (South),,
ARM_1393,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",1393,Unspecified parties to the conflict,,
ARM_1394,Armed Organization,,,,,,,SSD,South Sudan,1394,South Sudanese Opposition Groups,,
POL_1395,Political Party,,,,,,,SSD,South Sudan,1395,South Sudanese Opposition Groups,,
ARM_1396,Armed Organization,,,,,,,COL,Colombia,1396,FARC Dissidents,,General Staff of Blocks and Front | EMBF | EMC | Central Major State
NGO_1397,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1397,American Chamber of Commerce,AMCHAM,
NGO_1398,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1398,Association of Industries of Haiti,ADIH,Association des Industries d'Haïti
NGO_1399,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1399,West Chamber of Commerce and Industry,CCIO,Chambre de Commerce et d’Industrie de l’Ouest
NGO_1400,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1400,the Haitian-Canadian Chamber of Commerce and Industry,CCIHC,la Chambre de Commerce et d'Industrie Haïtiano-Canadienne
NGO_1401,Civil Society,Communities and tribes,,,,,,HTI,Haiti,1401,Indigenous People’s Representative,,
NGO_1402,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1402,STK Solution (Tet Kole),STK,Tèt Kole | STK Solution
NGO_1403,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1403,Political Consultation for a Historic Compromise,,Concertation Politique Pour un Compromis Historique
NGO_1404,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1404,CauCus,,
POL_1405,Political Party,,,,,,,HTI,Haiti,1405,Parti Fédéraliste,PF,Federalist Party | Parti Federaliste
NGO_1406,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1406,GROSAM,,Commission GROSAM
NGO_1407,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1407,Nouvelle Alternative pour la reconciliation de l’arrondissement de Belle-Anse et de Fonds-Verrettes,,New Alternative for the reconciliation of the Belle-Anse and Fonds-Verrettes districts
NGO_1408,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1408,Civil Society Representative,,
POL_1409,Political Party,,,,,,,HTI,Haiti,1409,Fusion of Haitian Social Democrats,PFSDH,Parti Fusion des Sociaux-Démocrates Haïtiens
POL_1410,Political Party,,,,,,,HTI,Haiti,1410,Party for Haitian Economic Advancement,PAEH,Parti pour l'Avancement Économique Haïtien
NGO_1411,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1411,Operasyon Chavire Chodyè Pou Yon Nouvèl Ayiti,OCCNA,
NGO_1412,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1412,AYITI 2054,,
NGO_1413,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1413,Eskwad Demokratik,,
NGO_1414,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1414,CJPRECIPRO,,
NGO_1415,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1415,AVHE,,
NGO_1416,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1416,RASOH,,
POL_1417,Political Party,,,,,,,HTI,Haiti,1417,Parti Konstwilavi,PKL,
NGO_1418,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1418,Coppos Haiti & allies,,
NGO_1419,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1419,CFPNH,CFPNH,
NGO_1420,Civil Society,Non-governmental Organization,Other,,,,,HTI,Haiti,1420,Solidarite Citoyenne,SC,
